airline_sentiment,text
positive,@SouthwestAir I know it is hard to predict- but how are flights from Dallas to Nashville tomorrow AM?
positive,@united Thanks!
positive,@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!
positive,@USAirways with the weather mess in the South- I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.
positive,@SouthwestAir El Paso deals....May❤❤❤ð
positive,@JetBlue we have just landed- thank you anyway. Btw- flight staff on flight 654 were wonderful despite their full day and heavy load.
positive,@JetBlue @ProfessorpaUL15 Always happy to help!
positive,Nice RT @VirginAmerica: The man of steel might be faster- but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX
positive,@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks
positive,@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider
positive,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.
positive,@JetBlue tried again. Lovely customer service. Thank you!
positive,@united thanks! :)
positive,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?
positive,@SouthwestAir really appreciate the follow up- I always fly with y'all for a reason!
positive,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama
positive,@united does forelock guarantee the fare only or fare &amp
positive,@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?
positive,@VirginAmerica another perfect flight.   How come on your planes-  the sun visors can stay down?  Other carriers make you raise them?
positive,@VirginAmerica YES FYI  MY BFF
positive,@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl
positive,@JetBlue Still love you guys. But get me to Vegas already! ☀️ð´✈
positive,@SouthwestAir Awesome - thanks!
positive,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!
positive,@USAirways thanks
positive,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...
positive,Despite Mother Nature's best efforts- @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms.
positive,@SouthwestAir I did. Thank you.
positive,@JetBlue will call. Thank you!
positive,@JetBlue - I will for sure. But my TSA-Pre works with other airlines. Why is Jetblue different?
positive,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
positive,@united thanks for all the help! Totally appreciate it and you made it super easy too
positive,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU
positive,@USAirways flying high thanks!
positive,@USAirways how long is that flight? http://t.co/bCwckWtnlE
positive,@SouthwestAir can I use points to book a rental car?
positive,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.
positive,@JetBlue.  Punta Cana- to enjoy weather n see my wifes family
positive,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6"
positive,@united no- I had to leave for work. Would have not been possible. So I would love to have this replaced now
positive,"@united We were told by United to ""carry over/carry back"" for the refund."
positive,@USAirways HA!  You're fun.
positive,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d
positive,@USAirways thx 4 replying. After trying 2 get thru many times- &amp
positive,@jetblue #philly lost and read program - Our customers get hot tea- great crewmembers- top notch info &amp
positive,@USAirways  thank you! Glad to be heading home! Great people at your call center!
positive,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open
positive,@united ooh thanks!
positive,@SouthwestAir thank you :-)
positive,@SouthwestAir Great- thank you. Best of luck dealing with this horrible winter.
positive,@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks- you guys have really handled this storm!
positive,@united Some 3rd party service known as EZEE flights. A man- who confirmed he was born in India- told me his name was Steve Wilson.
positive,@VirginAmerica ...Please come to Minneapolis St. Paul!
positive,@SouthwestAir I got it added thank you! :)
positive,@VirginAmerica is that #thestarter??ð
positive,@united amazing flying over 25-000 miles on #UnitedAirlines &amp
positive,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! ð@Tinman2IronMan @meggersro
positive,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather
positive,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
positive,@USAirways and if the flight is full?
positive,@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr
positive,"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?"
positive,@USAirways - I'm in the Cust Svc line.  Your Charlotte- NC agents better be in their A game.
positive,@united awesome. Thx. And thx for replying so damn fast- sure as hell beats 80s cheeze hold music!!
positive,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c
positive,@JetBlue That's great! Thank you.
positive,@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!
positive,@USAirways Eh- it happens. I think I'll survive. ð Than
positive,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe
positive,@united I Want a Plane dad
positive,@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!
positive,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY"
positive,@VirginAmerica save some for 871 tomorrow AM!
positive,@United is it possible to upfare to P a segment where I have a GPU waitlisted?
positive,@SouthwestAir Thank you!  #thankful #feelingtheluv
positive,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrateð­ð­ #DestinationD
positive,@USAirways I just hope that pilot had a good day off
positive,@SouthwestAir much respect!
positive,@united reinstating the kosher meals that were dropped shortly after the merger?
positive,@JetBlue Thank you for your excellent customer service - resolved issue quickly.
positive,"@united captain ""we apologize for the delay- the company is looking for an open gate (glance starboard side- see 5 open gates)"
positive,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks ð
positive,@SouthwestAir Black History Commercial is really sweet. Well done.
positive,@SouthwestAir though I work for another major airline-  I LOVE your Black history month commercial. I Thank you.
positive,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n
positive,@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp
positive,@JetBlue all up to date. Can't update via Google play.
positive,@SouthwestAir  I got rebooked for tomorrow
positive,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.
positive,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
positive,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.
positive,@JetBlue is definitely my new favorite airline.
positive,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.
positive,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals
positive,@SouthwestAir Yeah- we figured it out.  Thanks.
positive,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.
positive,@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??
positive,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today
positive,@SouthwestAir still haven't been able to get through- thanks for responding
positive,@USAirways @erickofiejones how long are billing cycles
positive,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?
positive,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
positive,@USAirways Will do. I appreciate the response.
positive,@JetBlue yep it's for tomorrow.
positive,@united Give Cyndi &amp
positive,@SouthwestAir @travelportland welcome to Portland. Sun- Mt hood and Southwest. http://t.co/y3SAHVX3Zk
positive,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
positive,@SouthwestAir who should I contact about a missing Rapid Rewards credit?
positive,@SouthwestAir can you outline the policies for both scenarios?
positive,@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.
positive,@SouthwestAir Hey yea I got thru...everything is good now (well- in 7-10 days when the voucher goes through)  Appreciate it!
